keys,en,es,es_MX,ja,de,fr,it,pt
LEAF_STORM,Leaf Storm,Tormenta Floral,Tormenta Floral,リーフストーム,Blättersturm,Tempête Verte,Tempesta Verde,Tempestade de Folhas
POWER_WHIP,Power Whip,Látigo Potente,Látigo Potente,パワーウィップ,Kraftpeitsche,Fouet Puissance,Frusta Potente,Chicote Poderoso
ROCK_WRECKER,Rock Wrecker,Destructor,Destructor,ロックブラスト,Felsbrecher,Jackpot,Distruttore,Destruidor
CROSS_POISON,Cross Poison,Corte Veneno,Corte Veneno,クロスポイズン,Kreuzgift,Croix Poison,Taglio Veleno,Veneno Cruzado
GUNK_SHOT,Gunk Shot,Bomba Lodo,Bomba Lodo,ヘドロウェーブ,Dreckschuss,Jackpot,Sparo di Melma,Tiro de Lixo
IRON_HEAD,Iron Head,Cabeza de Hierro,Cabeza de Hierro,アイアンヘッド,Eisenkopf,Tête de Fer,Testa di Ferro,Cabeça de Ferro
MAGNET_BOMB,Magnet Bomb,Bomba Magnética,Bomba Magnética,じきだん,Magnetbombe,Bombe Magnétique,Bomba Magnetica,Bomba Magnética
STONE_EDGE,Stone Edge,Canto Afilado,Canto Afilado,ストーンエッジ,Steinkante,Jackpot,Bordo di Pietra,Borda Pedregosa
CAPTIVATE,Captivate,Seducción,Seducción,ゆうわく,Verführen,Jackpot,Seduzione,Sedução
STEALTH_ROCK,Stealth Rock,Trampa Rocas,Trampa Rocas,ステルスロック,Tarnfelsen,Roc Furtif,Roccia Nascosta,Pedra Furtiva
GRASS_KNOT,Grass Knot,Hierba Lazo,Hierba Lazo,くさむすび,Grasknoten,Nœud Herbe,Nodo d'Erba,Nó de Erva
CHATTER,Chatter,Parloteo,Parloteo,おしゃべり,Parlando,Jacasserie,Ciance,Tagarelar
JUDGMENT,Judgment,Juicio,Juicio,さばきのつぶて,Urteil,Jugement,Giudizio,Julgamento
BUG_BITE,Bug Bite,Picadura,Picadura,むしくい,Käferbiss,Jackpot,Morso Insetto,Picada
CHARGE_BEAM,Charge Beam,Rayo Carga,Rayo Carga,チャージビーム,Ladestrahl,Jackpot,Raggio Carica,Raio de Carga
WOOD_HAMMER,Wood Hammer,Leñazo,Leñazo,ウッドハンマー,Holzhammer,Jackpot,Martello Legno,Martelo de Madeira
AQUA_JET,Aqua Jet,Aqua Jet,Aqua Jet,アクアジェット,Aquajet,Jackpot,Aqua Jet,Jato Aquático
ATTACK_ORDER,Attack Order,Orden Ataque,Orden Ataque,こうげきしれい,Angriffsbefehl,Ordre Attaque,Ordine Attacco,Ordem de Ataque
DEFEND_ORDER,Defend Order,Orden Defensa,Orden Defensa,ぼうぎょしれい,Verteidigungsbefehl,Ordre Défense,Ordine Difesa,Ordem de Defesa
HEAL_ORDER,Heal Order,Orden Cura,Orden Cura,かいふくしれい,Heilbefehl,Ordre Soin,Ordine Cura,Ordem de Cura
HEAD_SMASH,Head Smash,Golpe Cabeza,Golpe Cabeza,ずつき,Kopfcrash,Jackpot,Colpo Testa,Cabeçada Esmagadora
DOUBLE_HIT,Double Hit,Doble Golpe,Doble Golpe,ダブルヒット,Doppeltreffer,Double Frappe,Doppio Colpo,Duplo Golpe
ROAR_OF_TIME,Roar of Time,Rugido Temporal,Rugido Temporal,ときのほうこう,Zeitsbrüllen,Rugissement du Temps,Ruggito del Tempo,Rugido do Tempo
SPACIAL_REND,Spacial Rend,Corte Espacial,Corte Espacial,あしゅらとつげき,Raumschlitz,Déchirure Spatiale,Strappo Spaziale,Rasgo Espacial
LUNAR_DANCE,Lunar Dance,Danza Lunar,Danza Lunar,みかづきのまい,Mondtanz,Danse Lunaire,Danza Lunare,Dança Lunar
CRUSH_GRIP,Crush Grip,Agarre Aplastante,Agarre Aplastante,きしかいせい,Quetschgriff,Jackpot,Presa Schiacciante,Aperto Esmagador
MAGMA_STORM,Magma Storm,Tormenta Magmática,Tormenta Magmática,マグマストーム,Magmasturm,Tempête Magma,Tempesta Magmatica,Tempestade de Magma
DARK_VOID,Dark Void,Vacío Oscuro,Vacío Oscuro,ダークホール,Dunkles Loch,Gouffre Sombre,Vuoto Oscuro,Vazio Sombrio
SEED_FLARE,Seed Flare,Estallido Semilla,Estallido Semilla,シードフレア,Samenexplosion,Éclat de Graine,Esplosione Seme,Explosão de Semente
OMINOUS_WIND,Ominous Wind,Viento Aciago,Viento Aciago,たたりめ,Unheilswind,Vent Mauvais,Vento Infausto,Vento Sinistro
SHADOW_FORCE,Shadow Force,Fuerza Sombría,Fuerza Sombría,シャドーダイブ,Schattenmacht,Force Ombre,Forza Oscura,Força Sombria
HONE_CLAWS,Hone Claws,Afilar Garras,Afilar Garras,つめをとぐ,Klauen schärfen,Jackpot,Affilare Artigli,Afiar Garras
WIDE_GUARD,Wide Guard,Guardia Amplia,Guardia Amplia,ワイドガード,Breitschutz,Jackpot,Guardia Ampia,Guarda Ampla
GUARD_SPLIT,Guard Split,Dividir Guardia,Dividir Guardia,ガードシェア,Abwehrteilung,Jackpot,Dividi Guardia,Dividir Guarda
POWER_SPLIT,Power Split,Dividir Poder,Dividir Poder,パワーシェア,Kraftteilung,Jackpot,Dividi Potere,Dividir Poder
WONDER_ROOM,Wonder Room,Sala Maravilla,Sala Maravilla,ワンダールーム,Wunderraum,Salle Mystère,Stanza Meraviglia,Sala das Maravilhas
PSYSHOCK,Psyshock,Psicoimpacto,Psicoimpacto,サイコショック,Psychoschock,Choc Mental,Psicoshock,Psicochoque
VENOSHOCK,Venoshock,Venoshock,Venoshock,ベノムショック,Gifthieb,Venochoc,Venoshock,Venochoque
AUTOTOMIZE,Autotomize,Autotomía,Autotomía,オートトマイズ,Autotomie,Autotomie,Autotomia,Autotomia
RAGE_POWDER,Rage Powder,Polvo Rabia,Polvo Rabia,いかりのこな,Wutpulver,Poudre Rage,Polvere di Rabbia,Pó da Raiva
TELEKINESIS,Telekinesis,Telequinesis,Telequinesis,テレキネシス,Telekinese,Télékinésie,Telecinesi,Telecinese
MAGIC_ROOM,Magic Room,Sala Mágica,Sala Mágica,マジックルーム,Zauberraum,Salle Magique,Stanza Magica,Sala Mágica
SMACK_DOWN,Smack Down,Pedrada,Pedrada,うちおとす,Niederwerfen,Jackpot,Abbattipietre,Pancada do Chão
STORM_THROW,Storm Throw,Lanzamiento Tormenta,Lanzamiento Tormenta,ストームスロー,Sturmwurf,Jackpot,Lancio Tempesta,Arremesso da Tempestade
FLAME_BURST,Flame Burst,Explosión Ígnea,Explosión Ígnea,かえんだん,Flammenausbruch,Jackpot,Esplosione di Fiamme,Explosão de Chamas
SLUDGE_WAVE,Sludge Wave,Ola de Fango,Ola de Fango,ヘドロウェーブ,Schlammschwali,Jackpot,Onda di Melma,Onda de Lama
QUIVER_DANCE,Quiver Dance,Danza Aleteo,Danza Aleteo,ちょうのまい,Schmetteringstanz,Danse Papillon,Danza delle Ali,Dança das Asas
HEAVY_SLAM,Heavy Slam,Golpe Cuerpo Pesado,Golpe Cuerpo Pesado,ヘビーボンバー,Wuchthieb,Jackpot,Corpo Pesante,Impacto Pesado
SYNCHRONOISE,Synchronoise,Sincrorruido,Sincrorruido,シンクロノイズ,Synchronlärm,Synchronobrut,Sincronoise,Sincrorrúdo
ELECTRO_BALL,Electro Ball,Electrobola,Electrobola,エレクトロボール,Elektroball,Électroball,Electroball,Eletrobola
SOAK,Soak,Empape,Empape,みずびたし,Einweichen,Jackpot,Inzuppare,Encharcar
FLAME_CHARGE,Flame Charge,Carga Ígnea,Carga Ígnea,フレームチャージ,Feuersturm,Jackpot,Carica Infuocata,Carga de Chamas
COIL,Coil,Enrosque,Enrosque,とぐろをまく,Aufwickeln,Jackpot,Avvitare,Enroscar
LOW_SWEEP,Low Sweep,Patada Baja,Patada Baja,ローキック,Fußkehre,Jackpot,Calcio Basso,Rasteira
ACID_SPRAY,Acid Spray,Rocío Ácido,Rocío Ácido,アシッドボム,Säurespray,Jackpot,Spray Acido,Spray Ácido
FOUL_PLAY,Foul Play,Juego Sucio,Juego Sucio,イカサマ,Foulspiel,Jackpot,Gioco Sporco,Jogo Sujo
SIMPLE_BEAM,Simple Beam,Rayo Simple,Rayo Simple,シンプルビーム,Einfachstrahl,Jackpot,Raggio Semplice,Raio Simples
ENTRAINMENT,Entrainment,Arrastre,Arrastre,なかまづくり,Mitreißen,Entraînement,Coinvolgimento,Arrasto
AFTER_YOU,After You,Después de Ti,Después de Ti,おさきにどうぞ,Nach Ihnen,Après Vous,Prima Tu,Depois de Você
ROUND,Round,Ronda,Ronda,おんがくたい,Runde,Tour de Chant,Giro,Ronda
ECHOED_VOICE,Echoed Voice,Eco Voz,Eco Voz,エコーボイス,Echostimme,Écho,Voce d'Eco,Voz de Eco
CHIP_AWAY,Chip Away,Desgastar,Desgastar,がむしゃら,Abnutzen,Jackpot,Logorare,Desgastar
CLEAR_SMOG,Clear Smog,Smog Claro,Smog Claro,クリアスモッグ,Reinrauch,Smog Clair,Smog Chiaro,Smog Claro
STORED_POWER,Stored Power,Poder Reservado,Poder Reservado,のたうちまわる,Gespeicherte Kraft,Force Stockée,Potere Accumulato,Poder Reservado
QUICK_GUARD,Quick Guard,Guardia Rápida,Guardia Rápida,ファストガード,Blitzschutz,Jackpot,Guardia Rapida,Guarda Rápida
ALLY_SWITCH,Ally Switch,Cambio Aliado,Cambio Aliado,サイドチェンジ,Verbündeter Wechsel,Jackpot,Cambio Alleato,Troca de Aliado
SCALD,Scald,Escaldar,Escaldar,ねっとう,Verbrühen,Jackpot,Scottare,Escaldar
SHELL_SMASH,Shell Smash,Rompe Caparazón,Rompe Caparazón,からをやぶる,Panzerbrecher,Jackpot,Rompi Guscio,Quebrar Concha
HEAL_PULSE,Heal Pulse,Pulso Cura,Pulso Cura,いやしのはどう,Heilpuls,Jackpot,Impulso Cura,Pulso Cura
HEX,Hex,Maleficio,Maleficio,たたりめ,Fluch,Mauvais Œil,Maleficio,Malefício
SKY_DROP,Sky Drop,Caída Libre,Caída Libre,フリーフォール,Freier Fall,Jackpot,Caduta Libera,Queda Livre
SHIFT_GEAR,Shift Gear,Cambio de Marcha,Cambio de Marcha,ギアチェンジ,Gangwechsel,Jackpot,Cambio Marcia,Mudar de Marcha
CIRCLE_THROW,Circle Throw,Placaje Circular,Placaje Circular,ともえなげ,Kreisauswurf,Jackpot,Lancio Circolare,Arremesso Circular
INCINERATE,Incinerate,Incineración,Incineración,やきつくす,Verbrennen,Jackpot,Incenerimento,Incineração
QUASH,Quash,Suprimir,Suprimir,あとだし,Unterdrücken,Réprimer,Sopprimere,Suprimir
ACROBATICS,Acrobatics,Acrobacia,Acrobacia,アクロバット,Akrobatik,Acrobatie,Acrobazia,Acrobacia
REFLECT_TYPE,Reflect Type,Reflejo Tipo,Reflejo Tipo,タイプチェンジ,Typreflex,Reflet Type,Riflette Tipo,Reflete Tipo
RETALIATE,Retaliate,Represalia,Represalia,かたきうち,Vergeltung,Représailles,Rivincita,Represália
FINAL_GAMBIT,Final Gambit,Último Sacrificio,Último Sacrificio,すてみタックル,Letzter Einsatz,Sacrifice Final,Sacrificio Finale,Sacrifício Final
BESTOW,Bestow,Obsequio,Obsequio,プレゼント,Schenkung,Cadeau,Dono,Obséquio
INFERNO,Inferno,Infierno,Infierno,かえんほうしゃ,Inferno,Enfer,Inferno,Inferno
WATER_PLEDGE,Water Pledge,Promesa Agua,Promesa Agua,みずのちかい,Wasserversprechen,Serment Eau,Promessa Acqua,Promessa Água
FIRE_PLEDGE,Fire Pledge,Promesa Fuego,Promesa Fuego,ほのおのちかい,Feuerversprechen,Serment Feu,Promessa Fuoco,Promessa Fogo
GRASS_PLEDGE,Grass Pledge,Promesa Planta,Promesa Planta,くさのちかい,Pflanzenversprechen,Serment Plante,Promessa Erba,Promessa Planta
VOLT_SWITCH,Volt Switch,Relevo Voltio,Relevo Voltio,ボルトチェンジ,Voltswitch,Volt-Relais,Volt-Relé,Troca Voltaica
STRUGGLE_BUG,Struggle Bug,Lucha Bicho,Lucha Bicho,むしのていこう,Käferkampf,Lutte Insecte,Lotta Insetto,Luta Inseto
BULLDOZE,Bulldoze,Bulldozer,Bulldozer,じならし,Planieren,Jackpot,Bulldozer,Bulldozer
FROST_BREATH,Frost Breath,Vaho Gélido,Vaho Gélido,こごえるかぜ,Frosthauch,Souffle Glacé,Alito Gelido,Bafo Gelado
DRAGON_TAIL,Dragon Tail,Cola Dragón,Cola Dragón,ドラゴンテール,Drachenschweif,Queue du Dragon,Coda del Drago,Cauda do Dragão
WORK_UP,Work Up,Esfuerzo,Esfuerzo,ふるいたてる,Aufmuntern,Travail Acharné,Impegnarsi,Esforçar
ELECTROWEB,Electroweb,Electrorred,Electrorred,エレキネット,Elektronetz,Électoile,Elettrorete,Elétrorrede
WILD_CHARGE,Wild Charge,Carga Salvaje,Carga Salvaje,ワイルドボルト,Wildladung,Jackpot,Carica Selvaggia,Carga Selvagem
DRILL_RUN,Drill Run,Taladradora,Taladradora,ドリルライナー,Bohrgang,Forage,Trapanata,Perfuração
DUAL_CHOP,Dual Chop,Doble Corte,Doble Corte,にどうち,Doppelchop,Double Coup,Doppio Taglio,Duplo Corte
HEART_STAMP,Heart Stamp,Sello Corazón,Sello Corazón,ハートスタンプ,Herzstempel,Tampon Cœur,Timbro Cuore,Selo do Coração
HORN_LEECH,Horn Leech,Cuerno Drenaje,Cuerno Drenaje,メガドレイン,Hornsauger,Corne Drainante,Corno Drenante,Chifre Drenante
SACRED_SWORD,Sacred Sword,Espada Sagrada,Espada Sagrada,せいなるつるぎ,Heiliges Schwert,Épée Sacrée,Spada Sacra,Espada Sagrada
RAZOR_SHELL,Razor Shell,Concha Filo,Concha Filo,シェルブレード,Muschelklinge,Jackpot,Conchiglia Tagliente,Concha Afiada
HEAT_CRASH,Heat Crash,Cuerpo Ardiente,Cuerpo Ardiente,ヒートスタンプ,Hitzesturz,Jackpot,Schianto Caldo,Impacto Ardente
LEAF_TORNADO,Leaf Tornado,Tornado Floral,Tornado Floral,リーフトルネード,Blättertornado,Tornade Verte,Tornado di Foglie,Tornado de Folhas
STEAMROLLER,Steamroller,Apisonadora,Apisonadora,まるめる,Dampfwalze,Jackpot,Compressore,Compactadora
COTTON_GUARD,Cotton Guard,Guardia Algodón,Guardia Algodón,コットンガード,Wollschutz,Coton Défense,Guardia di Cotone,Guarda de Algodão
NIGHT_DAZE,Night Daze,Confusión Nocturna,Confusión Nocturna,ナイトバースト,Nachtdunst,Jackpot,Nebbia Notturna,Névoa Noturna
PSYSTRIKE,Psystrike,Psicogolpe,Psicogolpe,サイコブレイク,Psychostich,Jackpot,Psicocolpo,Psicogolpe
TAIL_SLAP,Tail Slap,Coletazo,Coletazo,しっぽタッチ,Schwanzklaps,Gifle Queue,Schiaffo Coda,Chicotada da Cauda
HURRICANE,Hurricane,Vendaval,Vendaval,ぼうふう,Orkan,Ouragan,Uragano,Furacão
HEAD_CHARGE,Head Charge,Placaje Cabeza,Placaje Cabeza,すてみヘッドバット,Kopfangriff,Charge Tête,Carica Testa,Carga de Cabeça
GEAR_GRIND,Gear Grind,Muela Engranaje,Muela Engranaje,ギアソーサー,Getriebeschliff,Jackpot,Mola Ingranaggio,Mola de Engrenagem
SEARING_SHOT,Searing Shot,Disparo Abrasador,Disparo Abrasador,ねっぷうだん,Sengschuss,Tir Brûlant,Sparo Bruciante,Disparo Escaldante
TECHNO_BLAST,Techno Blast,Tecno Shock,Tecno Shock,テクノバスター,Techno-Explosión,Techno-Choc,Tecno Esplosione,Tecno Explosão
RELIC_SONG,Relic Song,Canto Ancestral,Canto Ancestral,いにしえのうた,Reliklied,Chant Antique,Canto Antico,Canto Ancestral
SECRET_SWORD,Secret Sword,Espada Misteriosa,Espada Misteriosa,きあいのタスキ,Geheimes Schwert,Épée Mystère,Spada Misteriosa,Espada Misteriosa
GLACIATE,Glaciate,Ventisca,Ventisca,こごえるかぜ,Vereisen,Glaciation,Glaciazione,Glaciação
BOLT_STRIKE,Bolt Strike,Descarga Brutal,Descarga Brutal,クロスサンダー,Blitzschlag,Coup Foudre,Colpo Fulmine,Descarga Brutal
BLUE_FLARE,Blue Flare,Llamarada Azul,Llamarada Azul,クロスフレイム,Blaue Flamme,Flamme Bleue,Fiamma Blu,Chama Azul
FIERY_DANCE,Fiery Dance,Danza Ígnea,Danza Ígnea,ほのおのまい,Feuertanz,Danse du Feu,Danza del Fuoco,Dança de Fogo
FREEZE_SHOCK,Freeze Shock,Choque Gélido,Choque Gélido,フリーズボルト,Gefrierblitz,Choc Glacé,Choc Gelato,Choque Gélido
ICE_BURN,Ice Burn,Quemadura Gélida,Quemadura Gélida,コールドフレア,Eisverbrennung,Brûlure Glacée,Bruciatura Gelida,Queimadura Gélida
SNARL,Snarl,Gruñido,Gruñido,バークアウト,Knurren,Grognement,Ringhio,Rosnar
ICICLE_CRASH,Icicle Crash,Carámbano,Carámbano,つららおとし,Eiszapfensturz,Jackpot,Caduta Ghiacciolo,Queda de Gelo
V_CREATE,V-create,V-Crear,V-Crear,Vジェネレート,V-Erschaffen,V-Création,V-Creare,V-Criar
FUSION_FLARE,Fusion Flare,Fusión Llameante,Fusión Llameante,フュージョンフレア,Fusionsflamme,Fusion Flamme,Fusione Fiamma,Fusão Chameante
FUSION_BOLT,Fusion Bolt,Fusión Eléctrica,Fusión Eléctrica,フュージョンボルト,Fusionsblitz,Fusion Éclair,Fusione Fulmine,Fusão Elétrica
FLYING_PRESS,Flying Press,Plancha Voladora,Plancha Voladora,フライングプレス,Flugpresse,Presse Volante,Pressa Volante,Pressão Voadora
MAT_BLOCK,Mat Block,Bloqueo con Tatami,Bloqueo con Tatami,たたみがえし,Mattenschutz,Blocage Tatami,Blocco Tatami,Bloco de Tatame
BELCH,Belch,Eructo,Eructo,げっぷ,Rülpsen,Renvoi,Rutto,Arroto
ROTOTILLER,Rototiller,Rotocultivador,Rotocultivador,たがやす,Bodenbearbeitung,Motoculteur,Rotocoltivatore,Rotocultivador
STICKY_WEB,Sticky Web,Red Viscosa,Red Viscosa,ねばねばネット,Klebenetz,Toile Gluante,Ragnatela Appiccicosa,Teia Pegajosa
FELL_STINGER,Fell Stinger,Aguijón Mortal,Aguijón Mortal,とどめのはり,Todesschwingen,Dard Fatal,Pungiglione Fatale,Ferrão Fatal
PHANTOM_FORCE,Phantom Force,Fuerza Fantasma,Fuerza Fantasma,ゴーストダイブ,Phantomkraft,Force Fantôme,Forza Fantasma,Força Fantasma
TRICK_OR_TREAT,Trick-or-Treat,Truco o Trato,Truco o Trato,トリックオアトリート,Süßes oder Saures,Bonbon ou Bâton,Dolcetto o Scherzetto,Doce ou Travessura
NOBLE_ROAR,Noble Roar,Rugido Noble,Rugido Noble,おたけび,Edles Brüllen,Noble Rugissement,Ruggito Nobile,Rugido Nobre
ION_DELUGE,Ion Deluge,Lluvia Iónica,Lluvia Iónica,プラズマシャワー,Ionenregen,Pluie Ionique,Pioggia Ionica,Chuva Iônica
PARABOLIC_CHARGE,Parabolic Charge,Carga Parabólica,Carga Parabólica,パラボラチャージ,Parabolladung,Charge Parabolique,Carica Parabolica,Carga Parabólica
FOREST_S_CURSE,Forest's Curse,Maldición del Bosque,Maldición del Bosque,もりののろい,Waldfluch,Malédiction Forêt,Maledizione della Foresta,Maldição da Floresta
PETAL_BLIZZARD,Petal Blizzard,Tormenta de Pétalos,Tormenta de Pétalos,はなふぶき,Blütensturm,Blizzard Pétales,Bufera di Petali,Nevasca de Pétalas
FREEZE_DRY,Freeze-Dry,Liofilización,Liofilización,フリーズドライ,Gefriertrocknen,Lyophilisation,Liofilizzazione,Liofilização
DISARMING_VOICE,Disarming Voice,Voz Cautivadora,Voz Cautivadora,チャームボイス,Entwaffnende Stimme,Voix Désarmante,Voce Affascinante,Voz Encantadora
PARTING_SHOT,Parting Shot,Golpe Despedida,Golpe Despedida,すてゼリフ,Abschiedsschuss,Tir Adieu,Colpo d'Addio,Golpe de Despedida
TOPSY_TURVY,Topsy-Turvy,Dale la Vuelta,Dale la Vuelta,とんぼがえり,Auf den Kopf stellen,Sens Dessus Dessous,Capovolgimento,Virar de Cabeça para Baixo
DRAINING_KISS,Draining Kiss,Beso Drenaje,Beso Drenaje,ドレインキッス,Saugerkuss,Jackpot,Bacio Drenante,Beijo Drenante
CRAFTY_SHIELD,Crafty Shield,Escudo Astuto,Escudo Astuto,マジカルシャイン,Listiger Schild,Bouclier Rusé,Scudo Astuto,Escudo Astuto
FLOWER_SHIELD,Flower Shield,Escudo Floral,Escudo Floral,フラワーシールド,Blumenschild,Bouclier Fleur,Scudo Floreale,Escudo Floral
GRASSY_TERRAIN,Grassy Terrain,Campo de Hierba,Campo de Hierba,グラスフィールド,Grasterrain,Terrain Herbu,Terreno Erboso,Terreno Herboso
MISTY_TERRAIN,Misty Terrain,Campo de Niebla,Campo de Niebla,ミストフィールド,Nebelterrain,Terrain Brumeux,Terreno Nebbioso,Terreno Nebuloso
ELECTRIFY,Electrify,Electrificar,Electrificar,でんきにかえる,Elektrifizieren,Électrifier,Elettrificare,Eletrificar
PLAY_ROUGH,Play Rough,Juego Brusco,Juego Brusco,じゃれつく,Rau spielen,Jackpot,Gioco Brusco,Jogo Brusco
FAIRY_WIND,Fairy Wind,Viento Feérico,Viento Feérico,ようせいのかぜ,Feenwind,Vent Féérique,Vento Fatato,Vento Fada
MOONBLAST,Moonblast,Luz Lunar,Luz Lunar,ムーンフォース,Mondknall,Éclat Lune,Blast Lunare,Explosão Lunar
BOOMBURST,Boomburst,Estallido,Estallido,ブレイクバスター,Knallplosion,Éclat Sonore,Strepito,Explosão Sonora
FAIRY_LOCK,Fairy Lock,Bloqueo Feérico,Bloqueo Feérico,フェアリーロック,Feensperre,Verrou Fée,Blocco Fatato,Bloqueio Fada
KING_S_SHIELD,King's Shield,Escudo Real,Escudo Real,キングシールド,Königsschild,Bouclier Royal,Scudo del Re,Escudo Real
PLAY_NICE,Play Nice,Ser Amable,Ser Amable,てをつなぐ,Nett spielen,Faire Ami,Giocare Gentile,Ser Gentil
CONFIDE,Confide,Confidencia,Confidencia,ないしょばなし,Anvertrauen,Confidence,Confidenza,Confidência
DIAMOND_STORM,Diamond Storm,Tormenta de Diamantes,Tormenta de Diamantes,ダイヤストーム,Diamantsturm,Tempête de Diamants,Tempesta di Diamanti,Tempestade de Diamantes
STEAM_ERUPTION,Steam Eruption,Erupción de Vapor,Erupción de Vapor,スチームバースト,Dampferuption,Éruption Vapeur,Eruzione di Vapore,Erupção de Vapor
HYPERSPACE_HOLE,Hyperspace Hole,Agujero Hiperespacio,Agujero Hiperespacio,ハイパースペース,Hyperraumloch,Trou Hyperespace,Buco Iperspazio,Buraco Hiperespaço
WATER_SHURIKEN,Water Shuriken,Shuriken de Agua,Shuriken de Agua,みずしゅりけん,Wassershuriken,Shuriken d'Eau,Shuriken d'Acqua,Shuriken de Água
MYSTICAL_FIRE,Mystical Fire,Fuego Místico,Fuego Místico,マジカルフレイム,Mystisches Feuer,Feu Mystique,Fuoco Mistico,Fogo Místico
SPIKY_SHIELD,Spiky Shield,Escudo Pincho,Escudo Pincho,トーチカ,Stachelschild,Bouclier Piquant,Scudo Spinoso,Escudo Espinhoso
AROMATIC_MIST,Aromatic Mist,Niebla Aromática,Niebla Aromática,アロマミスト,Aromaschleier,Brume Aromatique,Nebbia Aromatica,Névoa Aromática
EERIE_IMPULSE,Eerie Impulse,Impulso Inquietante,Impulso Inquietante,でんじふゆう,Unheimlicher Impuls,Impulsion Inquiétante,Impulso Inquietante,Impulso Inquietante
VENOM_DRENCH,Venom Drench,Ducha Venenosa,Ducha Venenosa,どくびしサポート,Giftdusche,Trempage Venin,Doccia Velenosa,Ducha Venenosa
POWDER,Powder,Polvo,Polvo,かふんだんご,Pulver,Poudre,Polvere,Pó
GEOMANCY,Geomancy,Geomancia,Geomancia,ジオコントロール,Geomantie,Géomancie,Geomanzia,Geomancia
MAGNETIC_FLUX,Magnetic Flux,Flujo Magnético,Flujo Magnético,じりょくせい,Magnetfluss,Flux Magnétique,Flusso Magnetico,Fluxo Magnético
HAPPY_HOUR,Happy Hour,Hora Feliz,Hora Feliz,ハッピータイム,Glücksstunde,Heure du Bonheur,Ora Felice,Hora Feliz
ELECTRIC_TERRAIN,Electric Terrain,Campo Eléctrico,Campo Eléctrico,エレキフィールド,Elektroterrain,Terrain Électrique,Terreno Elettrico,Terreno Elétrico
DAZZLING_GLEAM,Dazzling Gleam,Destello,Destello,マジカルシャイン,Glitzerfunken,Jackpot,Bagliore Abbagliante,Brilho Deslumbrante
CELEBRATE,Celebrate,Celebración,Celebración,おめでとう,Feiern,Célébration,Celebrazione,Celebração
HOLD_HANDS,Hold Hands,Cogerse las Manos,Cogerse las Manos,てをつなぐ,Händchen halten,Se Tenir la Main,Tenersi per Mano,Dar as Mãos
BABY_DOLL_EYES,Baby-Doll Eyes,Ojos de Muñeca,Ojos de Muñeca,ベビードール,Puppenaugen,Yeux Trognons,Occhi di Bambola,Olhos de Boneca
NUZZLE,Nuzzle,Morreo,Morreo,ほっぺすりすり,Stupsen,Jackpot,Sfregamento,Aconchego
HOLD_BACK,Hold Back,Contener,Contener,てかげん,Zurückhalten,Se Retenir,Trattenere,Conter
INFESTATION,Infestation,Infestación,Infestación,まとわりつく,Befall,Infestation,Infestazione,Infestação
POWER_UP_PUNCH,Power-Up Punch,Puño Incremento,Puño Incremento,パワーアップパンチ,Aufladeschlag,Coup Turbo,Pugno Potenziato,Soco Incremento
OBLIVION_WING,Oblivion Wing,Ala del Olvido,Ala del Olvido,めつぼうのひかり,Vergessen-Flügel,Aile de l'Oubli,Ala dell'Oblio,Asa do Esquecimento
THOUSAND_ARROWS,Thousand Arrows,Mil Flechas,Mil Flechas,ランドフォース,Tausend Pfeile,Mille Flèches,Mille Frecce,Mil Flechas
THOUSAND_WAVES,Thousand Waves,Mil Olas,Mil Olas,ランドウェーブ,Tausend Wellen,Mille Vagues,Mille Onde,Mil Ondas
LAND_S_WRATH,Land's Wrath,Ira del Suelo,Ira del Suelo,だいちのいかり,Erdzorn,Courroux Terrestre,Ira della Terra,Ira da Terra
LIGHT_OF_RUIN,Light of Ruin,Luz de la Ruina,Luz de la Ruina,はめつのひかり,Vernichtungslicht,Lumière des Ruines,Luce della Rovina,Luz da Ruína
ORIGIN_PULSE,Origin Pulse,Pulso Primigenio,Pulso Primigenio,こんげんのはどう,Ursprungspuls,Pulsation Originelle,Impulso Primordiale,Pulso da Origem
PRECIPICE_BLADES,Precipice Blades,Cuchillas Abismales,Cuchillas Abismales,こんげんのやいば,Abgrundklingen,Lames du Précipice,Lame del Precipizio,Lâminas do Precipício
DRAGON_ASCENT,Dragon Ascent,Ascenso Dragón,Ascenso Dragón,りゅうせいぐん,Drachenanstieg,Ascension du Dragon,Ascensione del Drago,Ascensão do Dragão
HYPERSPACE_FURY,Hyperspace Fury,Furia Hiperespacio,Furia Hiperespacio,ハイパースペースフュリー,Hyperraumfurie,Furie Hyperespace,Furia dell'Iperspazio,Fúria do Hiperespaço
BREAKNECK_BLITZ,Breakneck Blitz,Embestida Bestial,Embestida Bestial,超絶ギガインパクト,Halsbrecher-Blitz,Charge Foudroyante,Blitz Sfrenato,Blitz Desenfreado
ALL_OUT_PUMMELING,All-Out Pummeling,Paliza Total,Paliza Total,フルフォースブロー,Vollkampfhieb,Rossée Totale,Pestata Totale,Surra Total
SUPERSONIC_SKYSTRIKE,Supersonic Skystrike,Ataque Aéreo Ultrasónico,Ataque Aéreo Ultrasónico,超音速スカイアタック,Überschallluftangriff,Frappe Céleste Ultrasonique,Attacco Aereo Ultrasonico,Ataque Aéreo Ultrassônico
